name,na,nc,ns,fs,fc,pitch,element_width,aperture_width,zlims,angles_range,RF,IQ,type,source,set,path
TSH048,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH048.hdf5
TSH049,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH049.hdf5
TSH050,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH050.hdf5
TSH051,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH051.hdf5
TSH052,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH052.hdf5
TSH053,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH053.hdf5
TSH054,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH054.hdf5
TSH055,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH055.hdf5
TSH056,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH056.hdf5
TSH057,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH057.hdf5
TSH058,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH058.hdf5
TSH059,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH059.hdf5
TSH060,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH060.hdf5
TSH061,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH061.hdf5
TSH062,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH062.hdf5
TSH063,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH063.hdf5
TSH064,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH064.hdf5
TSH065,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH065.hdf5
TSH066,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH066.hdf5
TSH067,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH067.hdf5
TSH068,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH068.hdf5
TSH069,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH069.hdf5
TSH070,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH070.hdf5
TSH071,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH071.hdf5
TSH072,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH072.hdf5
TSH073,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH073.hdf5
TSH074,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH074.hdf5
TSH075,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH075.hdf5
TSH076,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH076.hdf5
TSH077,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH077.hdf5
TSH078,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH078.hdf5
TSH079,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH079.hdf5
TSH080,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH080.hdf5
TSH081,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH081.hdf5
TSH082,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH082.hdf5
TSH083,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH083.hdf5
TSH084,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH084.hdf5
TSH085,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH085.hdf5
TSH086,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH086.hdf5
TSH087,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH087.hdf5
TSH088,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH088.hdf5
TSH089,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH089.hdf5
TSH090,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH090.hdf5
TSH091,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH091.hdf5
TSH092,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH092.hdf5
TSH093,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH093.hdf5
TSH094,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH094.hdf5
TSH095,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH095.hdf5
TSH096,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH096.hdf5
TSH097,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH097.hdf5
TSH098,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH098.hdf5
TSH099,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH099.hdf5
TSH100,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH100.hdf5
TSH101,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH101.hdf5
TSH102,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH102.hdf5
TSH103,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH103.hdf5
TSH104,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH104.hdf5
TSH105,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH105.hdf5
TSH106,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH106.hdf5
TSH107,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH107.hdf5
TSH108,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH108.hdf5
TSH109,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH109.hdf5
TSH110,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH110.hdf5
TSH111,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH111.hdf5
TSH112,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH112.hdf5
TSH113,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH113.hdf5
TSH114,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH114.hdf5
TSH115,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH115.hdf5
TSH116,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH116.hdf5
TSH117,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH117.hdf5
TSH118,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH118.hdf5
TSH119,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH119.hdf5
TSH120,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH120.hdf5
TSH121,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH121.hdf5
TSH122,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH122.hdf5
TSH123,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH123.hdf5
TSH124,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH124.hdf5
TSH125,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH125.hdf5
TSH126,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH126.hdf5
TSH127,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH127.hdf5
TSH128,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH128.hdf5
TSH129,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH129.hdf5
TSH130,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH130.hdf5
TSH131,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH131.hdf5
TSH132,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH132.hdf5
TSH133,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH133.hdf5
TSH134,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH134.hdf5
TSH135,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH135.hdf5
TSH136,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH136.hdf5
TSH137,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH137.hdf5
TSH138,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH138.hdf5
TSH139,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH139.hdf5
TSH140,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH140.hdf5
TSH141,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH141.hdf5
TSH142,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH142.hdf5
TSH143,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH143.hdf5
TSH144,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH144.hdf5
TSH145,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH145.hdf5
TSH146,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH146.hdf5
TSH147,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH147.hdf5
TSH148,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH148.hdf5
TSH149,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH149.hdf5
TSH150,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH150.hdf5
TSH151,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH151.hdf5
TSH152,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH152.hdf5
TSH153,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH153.hdf5
TSH154,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH154.hdf5
